ChargeSheet_ID,FIR_ID,Accused_ID,Crime_Type,Sections,Investigating_Officer,Court,Witness_Count,Evidence_Count,ChargeSheet_Date,Status
CS202501407,FIR202500754,P006898,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Bidar District & Sessions Court,8,15,2025-11-25,Pending Scrutiny
CS202501596,FIR202500660,P007406,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Bengaluru Urban District & Sessions Court,10,5,2025-11-25,Filed
CS202501518,FIR202500419,P009913,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Chikkaballapura District & Sessions Court,10,9,2025-11-25,Returned for Correction
CS202501716,FIR202501359,P006161,Murder,BNS 103(1),SI Mahesh Bhat,Bagalkote District & Sessions Court,16,29,2025-11-25,Pending Scrutiny
CS202501721,FIR202501821,P001228,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Bagalkote District & Sessions Court,18,27,2025-11-25,Accepted
CS202501790,FIR202502922,P000717,Murder,BNS 103(1),SI Prakash Sharma,Bidar District & Sessions Court,17,27,2025-11-25,Returned for Correction
CS202501728,FIR202504111,P003737,Dacoity,BNS 310(2),PI Chetan Kumar,Bidar District & Sessions Court,13,29,2025-11-25,Filed
CS202501537,FIR202503459,P001433,POCSO,"POCSO Act Sec 4, BNS 64",PI Chetan Kumar,Bagalkote District & Sessions Court,9,10,2025-11-25,Accepted
CS202501634,FIR202503377,P003140,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Bagalkote District & Sessions Court,11,20,2025-11-25,Accepted
CS202501873,FIR202503061,P006630,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Belagavi District & Sessions Court,9,18,2025-11-25,Pending Scrutiny
CS202501969,FIR202503373,P001356,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Bidar District & Sessions Court,10,27,2025-11-26,Filed
CS202501958,FIR202503045,P008203,Dacoity,BNS 310(2),PI Chetan Kumar,Bagalkote District & Sessions Court,17,11,2025-11-26,Returned for Correction
CS202501682,FIR202501599,P009329,Fraud,BNS 318(4),PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,17,17,2025-11-26,Filed
CS202501740,FIR202504816,P001560,Vehicle Theft,BNS 303(2),SI Ravi Kumar,Ballari District & Sessions Court,10,21,2025-11-26,Filed
CS202501648,FIR202502369,P002956,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,12,24,2025-11-26,Pending Scrutiny
CS202501612,FIR202504981,P003174,Murder,BNS 103(1),PI Ramesh Gowda,Chamarajanagar District & Sessions Court,6,13,2025-11-26,Filed
CS202501614,FIR202502755,P002707,Burglary,"BNS 331(3), BNS 331(4)",SI Prakash Sharma,Chamarajanagar District & Sessions Court,11,13,2025-11-26,Returned for Correction
CS202501408,FIR202503936,P004223,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Bidar District & Sessions Court,14,14,2025-11-27,Accepted
CS202501445,FIR202504920,P009865,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ganesh Rao,Chamarajanagar District & Sessions Court,10,24,2025-11-27,Filed
CS202501636,FIR202503607,P003955,Robbery,BNS 309(4),PI Chetan Kumar,Bidar District & Sessions Court,2,30,2025-11-27,Accepted
CS202501708,FIR202503980,P005406,Murder,BNS 103(1),PI Ramesh Gowda,Ballari District & Sessions Court,5,17,2025-11-27,Pending Scrutiny
CS202501620,FIR202501896,P008911,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Bengaluru Urban District & Sessions Court,4,11,2025-11-27,Filed
CS202501580,FIR202503884,P006952,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Bagalkote District & Sessions Court,7,3,2025-11-27,Returned for Correction
CS202501774,FIR202504053,P000079,POCSO,"POCSO Act Sec 4, BNS 64",PI Naveen Patil,Bengaluru Rural District & Sessions Court,11,22,2025-11-27,Returned for Correction
CS202501569,FIR202504612,P005680,Theft,BNS 303(2),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,9,22,2025-11-27,Accepted
CS202501741,FIR202503578,P008372,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Bidar District & Sessions Court,3,14,2025-11-28,Returned for Correction
CS202501729,FIR202504578,P002790,Fraud,BNS 318(4),PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,2,3,2025-11-28,Pending Scrutiny
CS202501696,FIR202501915,P008926,Murder,BNS 103(1),PI Suresh Kulkarni,Belagavi District & Sessions Court,11,20,2025-11-28,Pending Scrutiny
CS202501948,FIR202502476,P005080,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Bidar District & Sessions Court,10,16,2025-11-28,Pending Scrutiny
CS202502012,FIR202503928,P005304,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Bengaluru Urban District & Sessions Court,15,3,2025-11-28,Accepted
CS202502005,FIR202501407,P000798,POCSO,"POCSO Act Sec 4, BNS 64",SI Ganesh Rao,Chamarajanagar District & Sessions Court,2,28,2025-11-28,Filed
CS202501833,FIR202502035,P001788,Dacoity,BNS 310(2),PI Chetan Kumar,Bengaluru Urban District & Sessions Court,12,20,2025-11-28,Returned for Correction
CS202502008,FIR202503258,P004777,Robbery,BNS 309(4),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,4,13,2025-11-29,Filed
CS202501659,FIR202503470,P002737,Fraud,BNS 318(4),PI Chetan Kumar,Chamarajanagar District & Sessions Court,4,29,2025-11-29,Returned for Correction
CS202501726,FIR202503028,P009070,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,7,22,2025-11-29,Accepted
CS202501934,FIR202504306,P002408,Robbery,BNS 309(4),PI Naveen Patil,Bengaluru Rural District & Sessions Court,8,12,2025-11-29,Pending Scrutiny
CS202501884,FIR202502906,P005824,Murder,BNS 103(1),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,6,8,2025-11-29,Accepted
CS202501681,FIR202502072,P009762,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,10,6,2025-11-29,Filed
CS202501690,FIR202500745,P004710,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,5,15,2025-11-29,Pending Scrutiny
CS202501678,FIR202500243,P009713,Murder,BNS 103(1),PI Naveen Patil,Bidar District & Sessions Court,13,22,2025-11-29,Filed
CS202501964,FIR202503387,P005934,Dacoity,BNS 310(2),PI Harish Naik,Chamarajanagar District & Sessions Court,8,13,2025-11-30,Filed
CS202501544,FIR202500661,P001176,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Bengaluru Rural District & Sessions Court,2,6,2025-11-30,Filed
CS202501599,FIR202502023,P003109,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Prakash Sharma,Bengaluru Urban District & Sessions Court,3,29,2025-11-30,Pending Scrutiny
CS202501680,FIR202504742,P008263,Dacoity,BNS 310(2),SI Ravi Kumar,Chamarajanagar District & Sessions Court,12,14,2025-11-30,Pending Scrutiny
CS202501871,FIR202501628,P003164,Theft,BNS 303(2),SI Divya Hegde,Belagavi District & Sessions Court,4,20,2025-11-30,Filed
CS202501999,FIR202500409,P008120,Dacoity,BNS 310(2),SI Mahesh Bhat,Chamarajanagar District & Sessions Court,14,25,2025-11-30,Filed
CS202501605,FIR202501132,P008471,Murder,BNS 103(1),PI Ramesh Gowda,Chikkaballapura District & Sessions Court,8,5,2025-12-01,Returned for Correction
CS202502021,FIR202502591,P009879,NDPS,NDPS Act Sec 20(b),SI Prakash Sharma,Chamarajanagar District & Sessions Court,16,23,2025-12-01,Pending Scrutiny
CS202501732,FIR202503000,P003980,NDPS,NDPS Act Sec 20(b),SI Ganesh Rao,Bagalkote District & Sessions Court,4,13,2025-12-01,Pending Scrutiny
CS202501550,FIR202504044,P007007,Fraud,BNS 318(4),PI Lakshmi Devi,Bidar District & Sessions Court,13,22,2025-12-01,Pending Scrutiny
CS202501746,FIR202503206,P000362,Burglary,"BNS 331(3), BNS 331(4)",PI Ramesh Gowda,Belagavi District & Sessions Court,3,24,2025-12-01,Returned for Correction
CS202502044,FIR202500997,P002701,Vehicle Theft,BNS 303(2),SI Divya Hegde,Bengaluru Urban District & Sessions Court,16,10,2025-12-01,Returned for Correction
CS202502045,FIR202500678,P001741,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Chamarajanagar District & Sessions Court,12,13,2025-12-01,Returned for Correction
CS202501524,FIR202503034,P001576,Theft,BNS 303(2),SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,2,27,2025-12-01,Returned for Correction
CS202501835,FIR202500828,P003191,Vehicle Theft,BNS 303(2),SI Divya Hegde,Bengaluru Urban District & Sessions Court,5,15,2025-12-01,Pending Scrutiny
CS202501671,FIR202503983,P000866,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,11,12,2025-12-01,Accepted
CS202501665,FIR202502095,P008424,POCSO,"POCSO Act Sec 4, BNS 64",PI Chetan Kumar,Chamarajanagar District & Sessions Court,6,24,2025-12-01,Returned for Correction
CS202501507,FIR202503144,P005272,Murder,BNS 103(1),SI Ravi Kumar,Bengaluru Rural District & Sessions Court,13,18,2025-12-01,Pending Scrutiny
CS202501606,FIR202503215,P006840,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Mahesh Bhat,Chamarajanagar District & Sessions Court,17,9,2025-12-02,Returned for Correction
CS202501496,FIR202504774,P008018,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Bidar District & Sessions Court,9,18,2025-12-02,Pending Scrutiny
CS202501914,FIR202504162,P005063,Theft,BNS 303(2),SI Ganesh Rao,Chikkaballapura District & Sessions Court,13,11,2025-12-02,Returned for Correction
CS202501772,FIR202504166,P005094,Fraud,BNS 318(4),PI Chetan Kumar,Chamarajanagar District & Sessions Court,8,13,2025-12-02,Pending Scrutiny
CS202501907,FIR202501296,P008114,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Ballari District & Sessions Court,10,30,2025-12-02,Accepted
CS202501704,FIR202503784,P004875,Robbery,BNS 309(4),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,9,5,2025-12-02,Filed
CS202501985,FIR202504353,P008354,Burglary,"BNS 331(3), BNS 331(4)",SI Prakash Sharma,Belagavi District & Sessions Court,5,5,2025-12-02,Filed
CS202501552,FIR202501230,P001111,NDPS,NDPS Act Sec 20(b),SI Ganesh Rao,Chamarajanagar District & Sessions Court,8,7,2025-12-03,Returned for Correction
CS202501553,FIR202504050,P007314,Vehicle Theft,BNS 303(2),PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,11,30,2025-12-03,Filed
CS202502051,FIR202504702,P008053,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,15,4,2025-12-03,Accepted
CS202501717,FIR202501430,P006428,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Bengaluru Rural District & Sessions Court,16,20,2025-12-03,Returned for Correction
CS202501546,FIR202503818,P009064,Theft,BNS 303(2),PI Chetan Kumar,Bengaluru Rural District & Sessions Court,11,24,2025-12-03,Returned for Correction
CS202501994,FIR202503979,P008731,Vehicle Theft,BNS 303(2),PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,4,12,2025-12-03,Pending Scrutiny
CS202501633,FIR202500847,P009719,Dacoity,BNS 310(2),SI Ganesh Rao,Bengaluru Rural District & Sessions Court,7,25,2025-12-03,Pending Scrutiny
CS202501506,FIR202504349,P003516,POCSO,"POCSO Act Sec 4, BNS 64",PI Naveen Patil,Belagavi District & Sessions Court,5,25,2025-12-04,Accepted
CS202501747,FIR202504789,P000494,NDPS,NDPS Act Sec 20(b),PI Harish Naik,Bengaluru Rural District & Sessions Court,18,9,2025-12-04,Accepted
CS202501594,FIR202500898,P001332,NDPS,NDPS Act Sec 20(b),PI Ramesh Gowda,Chamarajanagar District & Sessions Court,16,29,2025-12-04,Returned for Correction
CS202501631,FIR202502919,P003795,NDPS,NDPS Act Sec 20(b),SI Mahesh Bhat,Bagalkote District & Sessions Court,17,12,2025-12-04,Accepted
CS202501554,FIR202500596,P008940,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Ballari District & Sessions Court,7,24,2025-12-04,Accepted
CS202501622,FIR202503772,P003588,Fraud,BNS 318(4),SI Divya Hegde,Chamarajanagar District & Sessions Court,10,11,2025-12-04,Returned for Correction
CS202501870,FIR202504864,P005862,POCSO,"POCSO Act Sec 4, BNS 64",PI Harish Naik,Chamarajanagar District & Sessions Court,8,25,2025-12-04,Returned for Correction
CS202501714,FIR202502154,P004800,NDPS,NDPS Act Sec 20(b),PI Suresh Kulkarni,Chikkaballapura District & Sessions Court,8,3,2025-12-04,Returned for Correction
CS202502084,FIR202504107,P005865,Dacoity,BNS 310(2),PI Chetan Kumar,Ballari District & Sessions Court,9,12,2025-12-04,Pending Scrutiny
CS202501601,FIR202503416,P007289,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Bidar District & Sessions Court,11,25,2025-12-04,Returned for Correction
CS202501801,FIR202503143,P003136,Dacoity,BNS 310(2),SI Ravi Kumar,Bengaluru Rural District & Sessions Court,13,6,2025-12-05,Accepted
CS202501771,FIR202500059,P005996,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Ballari District & Sessions Court,5,18,2025-12-05,Accepted
CS202501995,FIR202501477,P001527,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,14,3,2025-12-05,Pending Scrutiny
CS202501968,FIR202502236,P008334,Theft,BNS 303(2),SI Divya Hegde,Bagalkote District & Sessions Court,15,11,2025-12-05,Pending Scrutiny
CS202501532,FIR202500045,P006732,Fraud,BNS 318(4),PI Harish Naik,Ballari District & Sessions Court,13,9,2025-12-05,Filed
CS202501597,FIR202504548,P003047,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Bagalkote District & Sessions Court,14,7,2025-12-05,Pending Scrutiny
CS202501703,FIR202503698,P004418,Fraud,BNS 318(4),PI Harish Naik,Bengaluru Urban District & Sessions Court,12,17,2025-12-05,Filed
CS202501623,FIR202503383,P006665,Theft,BNS 303(2),SI Ganesh Rao,Bengaluru Rural District & Sessions Court,3,20,2025-12-05,Filed
CS202501851,FIR202503628,P008023,Fraud,BNS 318(4),SI Prakash Sharma,Bidar District & Sessions Court,5,26,2025-12-06,Pending Scrutiny
CS202501711,FIR202504689,P000749,Dacoity,BNS 310(2),PI Harish Naik,Chamarajanagar District & Sessions Court,3,16,2025-12-06,Filed
CS202501660,FIR202500499,P006482,POCSO,"POCSO Act Sec 4, BNS 64",PI Suresh Kulkarni,Bagalkote District & Sessions Court,7,30,2025-12-06,Filed
CS202501749,FIR202503004,P006103,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Bidar District & Sessions Court,15,12,2025-12-06,Filed
CS202502056,FIR202500331,P002164,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,5,27,2025-12-06,Filed
CS202501909,FIR202504832,P000558,Burglary,"BNS 331(3), BNS 331(4)",SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,14,22,2025-12-06,Pending Scrutiny
CS202501734,FIR202502202,P007896,Theft,BNS 303(2),PI Naveen Patil,Chamarajanagar District & Sessions Court,8,5,2025-12-06,Filed
CS202502079,FIR202501475,P002964,Dacoity,BNS 310(2),PI Chetan Kumar,Bidar District & Sessions Court,10,28,2025-12-06,Pending Scrutiny
CS202502048,FIR202503398,P006826,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Belagavi District & Sessions Court,16,14,2025-12-06,Returned for Correction
CS202501657,FIR202503463,P001941,Vehicle Theft,BNS 303(2),PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,12,6,2025-12-07,Pending Scrutiny
CS202501951,FIR202500986,P001388,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Ballari District & Sessions Court,13,8,2025-12-07,Returned for Correction
CS202501992,FIR202502737,P008702,Murder,BNS 103(1),SI Ravi Kumar,Bengaluru Rural District & Sessions Court,13,10,2025-12-07,Pending Scrutiny
CS202501466,FIR202504896,P002392,Burglary,"BNS 331(3), BNS 331(4)",SI Ravi Kumar,Bagalkote District & Sessions Court,5,18,2025-12-07,Returned for Correction
CS202501509,FIR202503451,P003900,Fraud,BNS 318(4),SI Divya Hegde,Ballari District & Sessions Court,7,24,2025-12-07,Returned for Correction
CS202501865,FIR202500274,P000920,Dacoity,BNS 310(2),SI Mahesh Bhat,Ballari District & Sessions Court,13,15,2025-12-07,Returned for Correction
CS202501720,FIR202503059,P009109,Fraud,BNS 318(4),PI Naveen Patil,Belagavi District & Sessions Court,8,18,2025-12-07,Returned for Correction
CS202501962,FIR202502448,P004754,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Ballari District & Sessions Court,11,3,2025-12-07,Pending Scrutiny
CS202501543,FIR202500205,P009626,Murder,BNS 103(1),SI Ganesh Rao,Bidar District & Sessions Court,2,15,2025-12-07,Returned for Correction
CS202501868,FIR202504467,P005711,Theft,BNS 303(2),PI Harish Naik,Bidar District & Sessions Court,18,29,2025-12-07,Filed
CS202501879,FIR202502014,P008038,Fraud,BNS 318(4),SI Mahesh Bhat,Ballari District & Sessions Court,2,26,2025-12-07,Pending Scrutiny
CS202501533,FIR202502439,P009519,Burglary,"BNS 331(3), BNS 331(4)",SI Divya Hegde,Bengaluru Rural District & Sessions Court,13,15,2025-12-07,Filed
CS202501629,FIR202504126,P005936,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,13,13,2025-12-07,Accepted
CS202501901,FIR202503298,P008385,Dacoity,BNS 310(2),SI Prakash Sharma,Belagavi District & Sessions Court,13,16,2025-12-08,Filed
CS202502058,FIR202504944,P008675,Dacoity,BNS 310(2),SI Prakash Sharma,Bidar District & Sessions Court,6,9,2025-12-08,Pending Scrutiny
CS202501483,FIR202503794,P004295,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Mahesh Bhat,Bagalkote District & Sessions Court,5,12,2025-12-08,Returned for Correction
CS202501971,FIR202504241,P005945,Murder,BNS 103(1),SI Divya Hegde,Chamarajanagar District & Sessions Court,14,14,2025-12-08,Returned for Correction
CS202501825,FIR202503960,P006045,Dacoity,BNS 310(2),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,14,17,2025-12-08,Accepted
CS202501795,FIR202501983,P001575,POCSO,"POCSO Act Sec 4, BNS 64",PI Chetan Kumar,Bengaluru Rural District & Sessions Court,2,9,2025-12-08,Filed
CS202501850,FIR202502528,P009941,Murder,BNS 103(1),PI Ramesh Gowda,Ballari District & Sessions Court,2,27,2025-12-08,Returned for Correction
CS202501566,FIR202500777,P000153,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Divya Hegde,Bidar District & Sessions Court,13,7,2025-12-08,Filed
CS202501980,FIR202502828,P004406,Fraud,BNS 318(4),PI Lakshmi Devi,Bidar District & Sessions Court,7,13,2025-12-08,Filed
CS202501560,FIR202500862,P000247,Fraud,BNS 318(4),SI Mahesh Bhat,Bidar District & Sessions Court,7,25,2025-12-08,Pending Scrutiny
CS202501888,FIR202504448,P002773,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,9,14,2025-12-09,Accepted
CS202501472,FIR202501223,P006385,Fraud,BNS 318(4),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,15,11,2025-12-09,Returned for Correction
CS202502121,FIR202502823,P009400,Dacoity,BNS 310(2),PI Harish Naik,Chamarajanagar District & Sessions Court,10,22,2025-12-09,Accepted
CS202501778,FIR202503326,P008806,Burglary,"BNS 331(3), BNS 331(4)",SI Ganesh Rao,Belagavi District & Sessions Court,16,29,2025-12-09,Returned for Correction
CS202501742,FIR202502467,P003118,Robbery,BNS 309(4),PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,17,4,2025-12-09,Accepted
CS202501611,FIR202504297,P004852,Burglary,"BNS 331(3), BNS 331(4)",SI Mahesh Bhat,Ballari District & Sessions Court,16,19,2025-12-09,Accepted
CS202501724,FIR202501997,P006787,Theft,BNS 303(2),PI Harish Naik,Chamarajanagar District & Sessions Court,7,26,2025-12-09,Returned for Correction
CS202501752,FIR202504045,P003311,Fraud,BNS 318(4),PI Chetan Kumar,Bengaluru Urban District & Sessions Court,8,14,2025-12-09,Accepted
CS202501756,FIR202501740,P008097,Burglary,"BNS 331(3), BNS 331(4)",SI Prakash Sharma,Belagavi District & Sessions Court,16,7,2025-12-09,Filed
CS202501761,FIR202500392,P002323,Burglary,"BNS 331(3), BNS 331(4)",SI Divya Hegde,Bengaluru Rural District & Sessions Court,4,10,2025-12-09,Returned for Correction
CS202501945,FIR202504546,P005332,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Divya Hegde,Chamarajanagar District & Sessions Court,16,7,2025-12-09,Accepted
CS202501908,FIR202503176,P002386,Vehicle Theft,BNS 303(2),SI Divya Hegde,Chamarajanagar District & Sessions Court,15,26,2025-12-10,Accepted
CS202501670,FIR202504276,P003056,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,2,19,2025-12-10,Accepted
CS202501674,FIR202501169,P006444,NDPS,NDPS Act Sec 20(b),SI Mahesh Bhat,Bagalkote District & Sessions Court,9,23,2025-12-10,Accepted
CS202501474,FIR202503531,P007010,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Bidar District & Sessions Court,7,5,2025-12-10,Accepted
CS202501818,FIR202500194,P003239,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,16,11,2025-12-10,Returned for Correction
CS202501685,FIR202502967,P006580,Robbery,BNS 309(4),PI Ramesh Gowda,Chamarajanagar District & Sessions Court,16,4,2025-12-10,Returned for Correction
CS202502017,FIR202503544,P005237,Theft,BNS 303(2),PI Ramesh Gowda,Belagavi District & Sessions Court,5,9,2025-12-10,Accepted
CS202501936,FIR202504599,P001528,NDPS,NDPS Act Sec 20(b),PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,17,15,2025-12-10,Accepted
